gene	079_warmM	082_warmM	086_warmM	090_warmM	097_warmM	098_warmM	080_warmF	089_warmF	091_warmF	096_warmF
ENSMUSG00000114225	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114226	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114227	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114228	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114229	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044487	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044485	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079641	1004	1664	710	1420	842	611	527	909	1357	599
ENSMUSG00000105516	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000045282	1829	2635	1414	1497	1101	998	935	1644	2883	1316
ENSMUSG00000045281	2	0	0	1	0	0	0	1	3	0
ENSMUSG00000045287	650	866	454	505	366	329	248	448	709	388
ENSMUSG00000045284	68	110	49	73	38	27	48	45	58	44
ENSMUSG00000045288	9	12	15	10	5	11	4	16	15	15
ENSMUSG00000099503	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079642	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115775	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024008	1	0	0	1	0	0	1	1	0	0
ENSMUSG00000099505	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024006	2006	2760	1450	2107	1947	1659	1136	1463	1943	1578
ENSMUSG00000024007	201	246	132	166	122	116	104	152	234	125
ENSMUSG00000024002	2317	3489	1808	2113	2239	2478	1708	2149	2564	1722
ENSMUSG00000096332	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096331	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096330	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115770	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044150	77	118	61	77	84	85	69	52	62	79
ENSMUSG00000044155	126	132	84	124	66	57	109	93	119	80
ENSMUSG00000044156	3	6	5	4	5	1	1	4	4	5
ENSMUSG00000001833	1929	2142	1301	1624	1795	1514	1188	1006	1774	1563
ENSMUSG00000117751	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000117750	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117753	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000117752	0	1	0	1	0	0	1	1	1	0
ENSMUSG00000117755	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117754	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117757	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098969	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117759	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117758	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105511	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041505	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041506	137	247	136	138	78	74	111	135	197	100
ENSMUSG00000024354	1790	2966	1614	2502	1561	1410	1306	1917	3721	2138
ENSMUSG00000098960	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107837	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079409	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098961	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109010	0	1	0	1	0	2	0	0	1	0
ENSMUSG00000098962	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098963	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098964	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109687	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098965	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098966	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079407	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087836	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087834	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000087835	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087832	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040675	106	98	51	44	39	34	45	57	79	42
ENSMUSG00000113142	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051156	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051154	1186	1422	769	1062	1093	988	694	781	1053	773
ENSMUSG00000113143	1	0	0	1	0	0	0	0	0	1
ENSMUSG00000051153	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051159	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000080657	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101657	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080653	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080659	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000000876	3459	5068	1947	3245	2434	2088	1662	1999	2234	1734
ENSMUSG00000085029	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085028	76	206	127	119	66	78	80	203	162	93
ENSMUSG00000085027	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085026	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085025	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085024	4	4	10	6	6	3	3	0	5	1
ENSMUSG00000085023	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085022	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085021	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085020	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098865	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000098864	0	3	1	1	0	3	0	0	2	0
ENSMUSG00000082248	1	2	0	0	1	3	0	1	0	0
ENSMUSG00000082249	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098861	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098860	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098863	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098862	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082242	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082243	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082240	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082241	354	388	217	250	315	364	289	239	304	229
ENSMUSG00000082246	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082247	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082244	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082245	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116250	0	0	0	0	0	1	0	1	2	0
ENSMUSG00000084378	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084379	0	3	1	0	0	0	0	2	3	1
ENSMUSG00000084374	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084375	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000084376	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084377	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084370	3	3	1	0	0	0	0	0	0	2
ENSMUSG00000084371	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084372	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084373	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000026335	755	866	542	777	508	420	535	743	956	696
ENSMUSG00000026336	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003992	92	76	37	66	62	51	50	53	63	66
ENSMUSG00000057411	136	191	85	88	45	59	66	140	159	75
ENSMUSG00000026331	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026333	179	245	169	247	200	212	118	110	164	162
ENSMUSG00000026339	506	725	407	501	467	405	332	474	486	439
ENSMUSG00000116116	0	0	0	0	2	0	0	0	0	2
ENSMUSG00000082798	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082799	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082794	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082795	0	0	1	0	0	0	0	2	0	0
ENSMUSG00000082796	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082797	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082790	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082791	1	8	6	8	3	6	2	2	5	4
ENSMUSG00000082792	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082793	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000094700	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094701	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094702	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094703	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094704	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098284	13	19	14	24	20	34	9	24	22	11
ENSMUSG00000094706	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094707	0	0	0	1	0	0	1	1	0	1
ENSMUSG00000094708	0	4	2	0	2	2	1	2	1	1
ENSMUSG00000094709	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114982	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065735	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065734	1	2	0	0	0	1	2	3	0	1
ENSMUSG00000065737	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065733	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065732	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065739	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065738	16	17	7	21	22	18	3	8	14	5
ENSMUSG00000095820	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099997	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106025	6	8	6	4	3	5	3	0	8	11
ENSMUSG00000106024	1	3	3	2	0	0	0	0	0	2
ENSMUSG00000085689	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085688	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106021	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106020	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106023	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106022	12	40	18	22	12	9	11	13	32	18
ENSMUSG00000085683	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085682	0	1	0	1	0	1	1	1	0	3
ENSMUSG00000085681	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000085680	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085687	102	154	99	113	153	177	73	93	136	113
ENSMUSG00000085686	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107839	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085684	0	1	0	2	4	2	0	4	2	1
ENSMUSG00000098139	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098138	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083689	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083688	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002111	117	160	82	116	132	113	111	135	172	131
ENSMUSG00000061397	2	0	0	1	0	0	0	1	1	0
ENSMUSG00000083684	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083687	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000083686	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000061393	88	185	117	111	68	55	71	177	159	88
ENSMUSG00000061392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083683	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061390	0	0	0	0	1	2	1	0	0	0
ENSMUSG00000093958	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046145	0	5	1	0	0	0	0	5	0	3
ENSMUSG00000093950	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102906	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093952	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093953	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093954	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093955	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093956	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093957	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084086	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084087	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000089072	2	4	2	2	8	1	1	0	3	3
ENSMUSG00000084085	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081269	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081268	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084080	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084081	0	3	0	2	1	1	0	0	0	1
ENSMUSG00000081265	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000020857	11	21	6	17	6	9	12	8	20	5
ENSMUSG00000060560	6	12	4	1	2	5	2	2	3	1
ENSMUSG00000081261	2	6	2	1	1	1	0	5	4	4
ENSMUSG00000081260	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000081263	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081262	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085979	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085978	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106799	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106798	0	0	0	1	1	0	0	0	1	0
ENSMUSG00000085975	0	2	1	2	0	0	0	1	5	2
ENSMUSG00000085977	59	102	49	99	91	86	41	51	77	62
ENSMUSG00000085976	0	2	1	2	0	0	0	3	1	1
ENSMUSG00000085971	17	39	15	34	26	17	17	24	28	22
ENSMUSG00000085970	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085973	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085972	40	80	15	41	26	14	15	31	53	12
ENSMUSG00000101640	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064068	378	627	353	376	283	277	206	388	493	262
ENSMUSG00000102909	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116113	0	3	0	2	0	0	0	1	3	0
ENSMUSG00000101641	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000064063	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000064061	92	121	43	88	66	55	44	64	89	85
ENSMUSG00000101642	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064065	6	14	2	5	18	6	8	3	13	11
ENSMUSG00000083537	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083536	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083535	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083534	1	2	0	0	1	1	0	1	0	0
ENSMUSG00000083533	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088304	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088307	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083530	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088308	0	3	1	4	2	2	1	1	1	0
ENSMUSG00000116580	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083539	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083538	1	4	1	0	0	0	1	1	0	1
ENSMUSG00000107778	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107779	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101646	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107772	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107773	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000107770	0	0	1	4	1	1	0	0	2	0
ENSMUSG00000101647	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107776	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107777	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107774	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107775	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095071	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095070	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095072	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095075	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095074	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095076	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095079	6	6	3	8	4	10	1	11	20	2
ENSMUSG00000095078	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098344	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051977	287	374	226	303	332	311	168	243	338	269
ENSMUSG00000051978	75	108	54	80	69	89	60	48	88	77
ENSMUSG00000098346	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098347	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017652	3	16	13	12	8	2	7	14	13	8
ENSMUSG00000098341	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098343	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109682	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092706	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099408	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092704	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092705	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092702	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092701	1	1	0	0	0	0	0	1	1	0
ENSMUSG00000098348	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117182	0	5	1	1	2	2	0	1	1	4
ENSMUSG00000098349	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002804	185	295	165	155	120	134	111	205	232	118
ENSMUSG00000096677	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096674	14	10	2	1	8	2	2	3	3	0
ENSMUSG00000096675	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096672	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096673	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096670	0	2	0	0	0	0	0	1	1	0
ENSMUSG00000002803	244	351	199	286	177	180	156	258	277	171
ENSMUSG00000117184	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002808	7	6	4	4	3	7	4	6	10	0
ENSMUSG00000096678	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096679	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118494	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117186	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116013	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117187	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000037628	0	7	4	4	0	1	3	5	5	4
ENSMUSG00000113422	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113421	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113420	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113427	1	4	1	3	1	2	1	5	3	6
ENSMUSG00000113426	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113425	9	16	6	6	4	7	6	8	6	8
ENSMUSG00000099401	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037621	320	706	348	657	305	358	228	402	477	464
ENSMUSG00000037622	3000	4418	2447	3020	1928	1767	2191	3367	3088	2474
ENSMUSG00000113428	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000037624	3	3	1	7	1	1	0	4	1	1
ENSMUSG00000037625	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000037627	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115867	171	306	156	171	96	116	97	139	254	119
ENSMUSG00000115866	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115860	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115863	1	0	2	0	3	0	1	0	5	1
ENSMUSG00000115862	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115869	31	47	43	33	39	41	15	33	52	27
ENSMUSG00000115868	16	24	14	24	11	13	15	13	27	11
ENSMUSG00000111375	72	126	71	76	104	118	70	109	128	85
ENSMUSG00000111374	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111377	3	1	0	0	0	1	1	2	1	0
ENSMUSG00000097067	0	0	1	1	3	0	0	1	1	0
ENSMUSG00000111371	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111373	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118137	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099041	5	6	2	3	3	1	2	6	4	2
ENSMUSG00000116936	5	2	3	1	0	1	0	2	0	0
ENSMUSG00000111379	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111378	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116937	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101323	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101321	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101320	4	14	9	3	0	0	3	13	6	14
ENSMUSG00000101327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101326	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101325	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101324	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079071	6	6	3	4	6	7	5	7	13	5
ENSMUSG00000079070	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079076	1	7	1	5	2	1	2	2	1	5
ENSMUSG00000065892	1	0	0	0	0	1	1	0	0	0
ENSMUSG00000065893	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065894	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015016	932	1265	691	763	492	453	646	874	1026	501
ENSMUSG00000065898	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023206	566	954	601	820	727	603	426	704	757	602
ENSMUSG00000067006	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015721	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106807	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106806	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106805	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054808	5467	6495	3407	4186	3985	4312	2904	4559	6889	3654
ENSMUSG00000106803	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106802	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106801	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000106800	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097068	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000097069	9	14	7	9	16	19	7	13	17	16
ENSMUSG00000116017	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041261	3090	3791	2167	2716	2602	2237	1991	2100	2655	1935
ENSMUSG00000041263	44	68	26	42	23	46	27	46	61	47
ENSMUSG00000041264	494	773	396	450	451	340	404	462	575	422
ENSMUSG00000031509	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000409	13	21	11	11	15	22	18	35	29	20
ENSMUSG00000050366	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031506	6	20	4	10	5	5	10	16	13	11
ENSMUSG00000031505	1270	1697	898	1199	854	850	727	1115	1428	964
ENSMUSG00000031504	224	270	178	160	134	102	105	136	186	128
ENSMUSG00000000402	1	0	0	0	1	1	3	4	2	2
ENSMUSG00000031502	1511	2256	1324	1699	927	1090	1055	1900	2613	1898
ENSMUSG00000090636	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090637	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116016	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110428	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110429	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110422	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000110420	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110421	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110426	0	6	1	4	9	3	1	3	3	5
ENSMUSG00000110427	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110424	28	43	19	16	20	20	19	42	28	38
ENSMUSG00000110425	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115281	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115280	6	11	8	8	8	11	4	1	10	3
ENSMUSG00000115283	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115282	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115285	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115284	1	4	4	3	2	0	0	2	2	3
ENSMUSG00000115287	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000115286	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091941	1	1	0	0	0	0	0	1	0	0
ENSMUSG00000115288	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091942	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000091945	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091947	1	0	1	0	1	0	0	2	0	0
ENSMUSG00000112488	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112489	0	0	2	0	1	0	1	0	0	2
ENSMUSG00000022159	50	54	44	36	36	50	32	59	48	37
ENSMUSG00000112482	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022155	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022156	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022157	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022150	571	727	307	636	664	436	409	524	643	624
ENSMUSG00000022151	369	534	274	397	306	225	283	287	302	242
ENSMUSG00000112484	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112485	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108328	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066357	330	424	189	290	145	109	164	322	351	174
ENSMUSG00000108324	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108325	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108326	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066359	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108320	8	21	8	5	5	4	7	6	5	3
ENSMUSG00000097616	27	41	20	33	24	26	17	24	15	28
ENSMUSG00000108322	1	3	0	5	1	0	2	3	3	0
ENSMUSG00000108323	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110114	0	1	0	1	2	1	0	0	0	0
ENSMUSG00000038102	1384	1794	1003	1168	1075	928	823	1092	1344	998
ENSMUSG00000036995	268	478	235	340	137	134	83	108	165	138
ENSMUSG00000115139	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115138	5	3	0	2	4	1	3	6	10	5
ENSMUSG00000036990	1527	2028	1181	1604	1285	1285	1048	1152	1703	1237
ENSMUSG00000036992	136	181	106	122	78	73	87	105	123	102
ENSMUSG00000115133	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112235	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115131	1	0	0	2	0	0	1	0	1	1
ENSMUSG00000115130	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115137	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110118	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115135	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115134	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063808	432	434	258	431	360	303	262	278	398	382
ENSMUSG00000064859	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064858	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090116	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100505	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063801	704	1070	583	723	515	434	504	681	841	475
