gene	078_coldM	083_coldM	088_coldM	093_coldM	095_coldM	099_coldM	081_coldF	084_coldF	085_coldF	087_coldF	092_coldF	094_coldF
ENSMUSG00000087584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034612	6	2	1	12	5	3	5	6	6	5	6	5
ENSMUSG00000058579	5	0	5	4	3	2	2	3	12	4	1	8
ENSMUSG00000090051	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000034613	45	32	25	41	46	33	67	32	72	40	36	46
ENSMUSG00000058571	47	37	37	34	98	30	42	34	68	56	54	53
ENSMUSG00000001783	1422	867	845	900	1392	853	1325	809	1071	1059	1060	1114
ENSMUSG00000021591	1660	1094	932	1031	1594	823	1200	876	1258	1026	1310	1177
ENSMUSG00000021590	17	12	9	12	34	10	18	12	26	18	19	22
ENSMUSG00000021592	383	274	310	258	444	408	437	243	370	375	357	401
ENSMUSG00000021595	3687	2226	1891	1839	2835	1985	2370	1474	2098	1823	2354	1720
ENSMUSG00000021594	2183	1242	1143	928	1501	898	580	304	530	328	811	528
ENSMUSG00000073877	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048546	1074	1019	666	892	868	675	729	709	1475	1403	927	1457
ENSMUSG00000073879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073878	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116521	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116520	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107000	22	23	12	25	47	9	47	24	26	20	30	44
ENSMUSG00000027296	36	25	26	29	43	29	17	24	28	25	23	41
ENSMUSG00000027297	4	2	1	3	5	3	2	1	3	4	5	6
ENSMUSG00000027291	585	448	447	563	711	512	689	382	635	533	564	620
ENSMUSG00000027293	139	98	70	111	199	87	153	73	131	106	78	130
ENSMUSG00000027298	14	13	12	8	14	7	17	12	9	12	4	15
ENSMUSG00000087482	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000005413	469	431	293	547	1076	344	506	400	639	837	433	652
ENSMUSG00000005410	110	45	43	30	57	21	57	15	38	30	60	42
ENSMUSG00000005417	2978	2490	2340	2318	3354	2629	3115	1898	2781	2835	2228	2533
ENSMUSG00000026749	1609	1088	932	1079	1747	1026	1236	887	1164	1218	1087	1097
ENSMUSG00000026271	13	10	10	13	19	14	27	13	19	28	12	21
ENSMUSG00000117392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086185	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086184	2	1	0	0	1	0	0	2	2	2	1	0
ENSMUSG00000086187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026740	1107	760	803	906	1359	915	1017	642	985	887	878	962
ENSMUSG00000026743	983	651	743	793	1113	908	794	530	841	732	696	842
ENSMUSG00000117394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030587	138	86	84	102	225	70	62	34	62	70	118	79
ENSMUSG00000059229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107002	554	386	282	359	574	328	459	331	439	390	306	470
ENSMUSG00000109588	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000040990	42	43	42	44	58	60	67	32	62	76	53	75
ENSMUSG00000099611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032615	257	183	155	185	305	133	301	161	310	234	232	240
ENSMUSG00000040997	1479	874	996	1036	1525	1039	1492	898	1409	1148	1163	1515
ENSMUSG00000040998	53	34	22	35	60	31	119	43	69	108	95	85
ENSMUSG00000030583	635	468	574	428	771	501	580	307	437	470	374	509
ENSMUSG00000087489	1	0	0	0	0	0	0	1	1	1	2	0
ENSMUSG00000110730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099615	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002870	154	76	63	69	104	62	115	47	65	76	109	77
ENSMUSG00000086239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099617	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000003814	27477	16545	14286	16747	23753	14592	16932	10353	16352	13869	16774	12800
ENSMUSG00000086232	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086231	111	121	287	155	267	154	357	136	261	244	347	550
ENSMUSG00000099616	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000003810	878	719	648	735	1141	626	864	512	785	748	676	747
ENSMUSG00000086236	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003812	630	363	398	510	701	397	426	214	407	360	380	464
ENSMUSG00000003813	1145	685	823	644	1065	718	1229	779	1109	1159	732	949
ENSMUSG00000081636	0	1	0	0	0	0	0	1	2	2	1	0
ENSMUSG00000081635	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081632	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081633	2	3	3	3	5	2	4	7	1	7	4	5
ENSMUSG00000081630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081638	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085526	2	1	2	2	4	2	4	4	3	5	5	5
ENSMUSG00000085527	45	14	36	35	48	25	50	13	16	26	13	25
ENSMUSG00000085524	0	0	0	2	2	0	0	0	0	0	0	1
ENSMUSG00000085525	2	1	2	2	0	2	3	2	0	1	0	1
ENSMUSG00000085522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085523	2	8	5	13	16	1	4	4	7	8	5	8
ENSMUSG00000094669	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085521	0	0	0	0	0	1	2	0	0	0	0	1
ENSMUSG00000004455	1279	842	895	1022	1648	1029	1360	852	1353	1334	1188	1420
ENSMUSG00000098565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094665	1	2	1	0	0	0	2	1	2	2	0	0
ENSMUSG00000094664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004451	260	250	203	246	405	170	332	185	288	277	233	276
ENSMUSG00000094662	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115248	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000089405	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000089404	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000089407	0	1	1	1	0	0	2	1	0	0	0	1
ENSMUSG00000089406	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077571	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077572	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077575	0	0	1	2	0	0	0	3	2	0	0	0
ENSMUSG00000077576	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081182	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081183	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081185	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000081186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081187	2	1	4	4	5	6	6	4	11	12	8	4
ENSMUSG00000114185	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000099115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116628	3	2	0	2	1	1	2	2	1	1	7	1
ENSMUSG00000029920	585	429	401	418	696	525	519	298	483	458	394	422
ENSMUSG00000029922	532	322	348	342	476	352	547	350	505	442	478	486
ENSMUSG00000029923	4	1	1	3	2	3	4	3	4	4	1	7
ENSMUSG00000029924	905	584	572	548	808	505	822	488	794	674	750	750
ENSMUSG00000029925	34	36	52	52	80	46	80	48	98	74	52	72
ENSMUSG00000084696	0	0	0	0	0	2	0	0	0	0	0	1
ENSMUSG00000084694	0	0	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000084693	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000095139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084691	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084690	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095134	2	1	5	2	3	3	3	0	2	1	2	2
ENSMUSG00000095135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095130	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006169	2244	1880	1542	1573	2745	1909	2726	1328	2204	2135	1782	2288
ENSMUSG00000095133	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000106082	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088758	3	2	5	1	2	5	3	0	0	0	2	0
ENSMUSG00000089517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043219	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088752	0	1	1	2	0	0	0	0	0	1	1	0
ENSMUSG00000088753	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088756	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080586	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080582	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000080580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106680	0	0	2	0	0	0	6	0	1	0	0	1
ENSMUSG00000111935	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034429	932	454	574	475	900	563	842	498	672	689	523	683
ENSMUSG00000094763	1	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000034422	605	495	611	591	818	717	832	538	951	822	602	813
ENSMUSG00000034427	14	8	24	23	29	9	27	28	26	35	12	46
ENSMUSG00000034424	1756	1009	976	1158	1530	1057	1469	891	1264	1167	1246	1214
ENSMUSG00000074001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074004	1	1	1	4	4	3	7	1	3	1	2	2
ENSMUSG00000074006	6	10	11	10	9	6	10	14	3	4	9	3
ENSMUSG00000094767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105703	10	11	13	4	10	9	12	6	8	11	5	5
ENSMUSG00000115035	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087917	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087911	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053909	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053907	368	336	366	265	334	431	367	313	455	456	347	348
ENSMUSG00000007480	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000002475	1908	1226	1130	1190	1708	1175	1817	1181	1629	1603	1398	1577
ENSMUSG00000002477	293	196	156	135	212	222	261	147	207	210	155	120
ENSMUSG00000017756	2662	2373	2490	2258	3510	2426	3242	2114	2686	2784	2048	2722
ENSMUSG00000017754	233	138	147	104	175	99	300	176	249	229	164	259
ENSMUSG00000114037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023176	17370	10052	11255	10926	17955	9311	16318	9035	13979	13437	11239	16760
ENSMUSG00000044881	130	97	76	62	129	95	159	75	107	103	101	113
ENSMUSG00000113627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015443	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115240	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099748	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099746	9	14	13	12	25	4	14	7	15	13	24	18
ENSMUSG00000099745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099744	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000099742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099741	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000099011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110133	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050288	10	10	5	1	5	4	7	6	13	13	5	8
ENSMUSG00000106689	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118345	2	2	2	2	3	5	20	7	23	17	8	16
ENSMUSG00000099469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112039	0	0	0	2	1	0	1	0	1	0	0	0
ENSMUSG00000112038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112035	0	0	0	0	0	0	0	1	3	1	0	1
ENSMUSG00000112034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112033	3	0	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000101372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112030	0	0	0	0	0	0	0	0	1	0	0	2
ENSMUSG00000099016	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000016933	1467	979	1033	1168	1664	1051	1357	782	1248	1137	1267	1339
ENSMUSG00000116792	0	1	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000101377	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079020	425	326	255	314	408	267	446	313	429	409	273	409
ENSMUSG00000035653	4	3	3	0	1	0	1	2	1	4	1	1
ENSMUSG00000024997	2488	1542	1507	1784	2686	1382	2582	1606	2225	1882	2498	2297
ENSMUSG00000005371	990	742	691	685	972	954	967	536	960	932	740	826
ENSMUSG00000051885	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024993	573	349	364	458	666	460	535	360	551	495	464	503
ENSMUSG00000064956	2	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000064954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064952	1	1	1	3	0	0	0	1	2	1	0	2
ENSMUSG00000058631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014470	280	243	247	279	441	234	378	214	302	330	336	423
ENSMUSG00000005374	667	527	459	513	859	346	586	398	516	449	602	595
ENSMUSG00000058638	704	706	534	425	734	639	624	369	654	598	525	624
ENSMUSG00000064958	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064959	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000090353	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000055416	1	0	0	0	3	0	2	0	0	1	0	0
ENSMUSG00000050423	32	7	14	23	11	20	16	53	62	53	32	33
ENSMUSG00000090350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055413	50	46	42	54	90	45	51	18	53	39	30	64
ENSMUSG00000050424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050428	167	113	149	128	208	116	233	128	183	209	160	181
ENSMUSG00000090358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002957	4393	2930	2675	2802	4776	2608	4078	2424	3470	3252	2754	3581
ENSMUSG00000086685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115568	0	3	0	0	3	0	9	0	1	0	1	1
ENSMUSG00000106892	1	0	0	1	0	2	0	0	0	2	2	1
ENSMUSG00000115564	0	1	0	0	1	0	1	2	1	2	0	3
ENSMUSG00000115565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115560	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000115561	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115563	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074796	3	3	0	1	6	3	6	2	8	5	5	4
ENSMUSG00000086680	4	5	6	2	3	0	7	6	11	7	11	3
ENSMUSG00000086681	0	6	1	0	2	4	0	2	0	0	3	0
ENSMUSG00000109158	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109159	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109150	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000109151	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000109152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109154	1	1	0	1	0	1	1	0	3	1	1	2
ENSMUSG00000109155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109157	8	11	12	19	15	20	16	14	22	13	6	8
ENSMUSG00000113816	25	17	26	22	40	28	25	16	17	17	16	28
ENSMUSG00000113817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113812	0	1	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000113813	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113811	30	26	29	33	44	33	52	27	51	48	31	33
ENSMUSG00000113818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113819	1	1	1	1	0	0	0	0	0	1	2	0
ENSMUSG00000040767	55	38	31	20	52	33	53	23	33	47	29	33
ENSMUSG00000040761	1812	1715	1578	1439	2133	1556	1960	1100	2003	1852	1602	1804
ENSMUSG00000040760	660	505	449	477	645	544	500	336	538	467	443	579
ENSMUSG00000056144	96	43	80	63	56	88	93	68	94	83	75	92
ENSMUSG00000056145	7	3	4	7	5	9	17	6	3	11	4	3
ENSMUSG00000111719	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111717	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056148	108	48	85	90	125	78	146	142	250	121	115	208
ENSMUSG00000111712	7	11	5	8	7	1	8	6	9	4	0	0
ENSMUSG00000111711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089136	0	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000105815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057818	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000105817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105014	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105138	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000105813	4	5	5	6	11	4	8	4	9	5	11	6
ENSMUSG00000105139	1	4	0	0	0	2	9	0	1	5	0	0
ENSMUSG00000105819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105818	2	1	3	1	2	1	9	0	5	2	3	4
ENSMUSG00000057817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057816	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000106893	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000083838	0	2	0	0	2	0	1	0	0	1	1	0
ENSMUSG00000094304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091273	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094306	0	1	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000094307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094308	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105130	2	5	4	1	5	4	10	0	6	5	4	6
ENSMUSG00000060128	2	0	1	0	1	1	0	2	0	2	2	1
ENSMUSG00000065331	14	19	8	12	19	17	17	6	6	5	22	12
ENSMUSG00000060126	19125	10629	10422	8907	15292	11508	13291	7871	12508	11817	9263	10748
ENSMUSG00000065333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065336	0	1	5	3	4	0	2	1	2	2	3	1
ENSMUSG00000047237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047230	3634	2546	2435	2561	4231	2283	3224	1428	2447	2616	2904	3158
ENSMUSG00000091275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115289	0	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000088940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047238	41	35	21	27	65	24	56	25	39	27	28	47
ENSMUSG00000097968	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000093685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097961	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097960	0	0	1	4	0	0	1	0	0	0	1	0
ENSMUSG00000097963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097962	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067795	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097967	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000097966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106391	3	4	1	3	4	6	2	4	8	6	2	2
ENSMUSG00000106390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106397	130	103	62	85	139	123	162	54	106	118	128	100
ENSMUSG00000106396	0	0	1	0	0	2	5	0	1	0	1	0
ENSMUSG00000106395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106394	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000106399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106398	1	0	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000088949	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000109848	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109849	2	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102895	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102896	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102893	0	2	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000108496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086896	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068314	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000107686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112701	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000115362	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110049	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112700	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000110044	0	0	0	0	1	1	0	0	0	0	0	2
ENSMUSG00000105013	0	0	0	0	0	0	0	0	0	0	0	0
